Route_ID,Start_Station,End_Station,Hour,Weekday,Distance_km,Travel_Time_mins,Peak_Hour,Passenger_Demand,Speed_kmph,Congestion_Level
Yellow_R4,Al Hayer,Olaya Street,7,Wednesday,2.21,3.5,Yes,691,37.7,Medium
Red_R1,Al Yarmouk,Al Aziziyah,11,Friday,3.06,4.4,No,348,41.8,Low
Red_R1,Al Hayer,Salah Al Din,20,Monday,16.1,17.6,No,87,54.8,Low
Blue_R3,Al Batha,Al Malaz,21,Monday,17.22,27.6,No,413,37.4,Medium
Blue_R3,Olaya Street,Salah Al Din,18,Friday,8.54,23.4,Yes,444,21.9,Medium
Green_R2,Qasr Al Hokm,King Khalid International Airport,2,Friday,17.38,19.1,No,459,54.5,Low
Yellow_R4,Prince Mohammed Bin Abdulaziz Street,Al Suwaidi,18,Sunday,21.63,22.9,Yes,536,56.6,Medium
Green_R2,Al Yarmouk,Prince Mohammed Bin Abdulaziz Street,5,Saturday,8.1,8.6,No,483,56.2,Low
Yellow_R4,King Fahad Road,Al Suwaidi,9,Thursday,3.16,8.7,Yes,314,21.8,Low
Yellow_R4,Al Batha,King Fahad Road,23,Wednesday,18.57,29.5,No,284,37.8,Low
Red_R1,King Abdullah Financial District,Al Hayer,18,Saturday,17.41,52.2,Yes,509,20,Medium
Blue_R3,Al Aziziyah,King Khalid International Airport,8,Friday,20.54,53.1,Yes,532,23.2,Medium
Green_R2,Al Yarmouk,Al Hayer,12,Friday,13.15,23.1,No,217,34.2,Low
Blue_R3,Qasr Al Hokm,Olaya Street,15,Sunday,9.38,9.6,No,378,58.6,Low
Red_R1,King Abdullah Financial District,Al Aziziyah,22,Wednesday,11.89,13,No,406,55,Medium
Yellow_R4,Salah Al Din,King Fahad Road,23,Wednesday,8.93,22.5,No,486,23.8,Medium
Green_R2,King Khalid International Airport,Prince Mohammed Bin Abdulaziz Street,5,Friday,15.12,41,No,611,22.1,Low
Green_R2,Olaya Street,Al Murabba,5,Thursday,5.23,7,No,403,44.9,Low
Red_R1,Al Malaz,Salah Al Din,6,Monday,14.53,27.9,No,180,31.3,Low
Green_R2,Qasr Al Hokm,Al Suwaidi,5,Saturday,23.81,26.6,No,342,53.7,Low
Green_R2,King Fahad Road,Al Yarmouk,13,Wednesday,4.44,6.7,No,430,39.7,Medium
Red_R1,Al Aziziyah,Salah Al Din,5,Sunday,5.7,5.8,No,393,59.1,Low
Blue_R3,King Abdullah Financial District,Al Malaz,3,Tuesday,10.37,13.6,No,215,45.6,Low
Red_R1,Imam Muhammad Bin Saud University,Qasr Al Hokm,18,Monday,4.97,8,Yes,685,37.2,Medium
Yellow_R4,Al Malaz,Al Hayer,3,Sunday,2.93,3.1,No,350,56.5,Low
Red_R1,King Fahad Road,Al Aziziyah,0,Friday,21.16,39.8,No,404,31.9,Low
Red_R1,King Abdullah Financial District,King Fahad Road,16,Saturday,8.98,15.6,Yes,677,34.5,Medium
Red_R1,Prince Mohammed Bin Abdulaziz Street,Salah Al Din,16,Saturday,3.53,3.6,Yes,616,59.6,Medium
Blue_R3,Al Yarmouk,Al Malaz,15,Saturday,12.18,12.6,No,352,58,Low
Blue_R3,Al Batha,Prince Mohammed Bin Abdulaziz Street,10,Tuesday,7.66,11.1,No,683,41.3,Medium
Blue_R3,Imam Muhammad Bin Saud University,Al Yarmouk,7,Tuesday,3.56,7.7,Yes,575,27.8,Medium
Yellow_R4,Prince Mohammed Bin Abdulaziz Street,Salah Al Din,1,Tuesday,6.93,8.4,No,446,49.5,Low
Blue_R3,Al Suwaidi,King Abdullah Financial District,0,Wednesday,6.95,7.7,No,204,54.5,Low
Yellow_R4,Al Hayer,Al Yarmouk,4,Sunday,23.67,34.9,No,215,40.7,Low
Red_R1,Al Aziziyah,Al Murabba,8,Friday,3.14,6.1,Yes,497,30.7,Medium
Green_R2,Imam Muhammad Bin Saud University,Al Murabba,19,Friday,17.05,24.8,No,379,41.3,Low
Yellow_R4,Al Murabba,Prince Mohammed Bin Abdulaziz Street,21,Monday,17.96,27.2,No,488,39.6,Medium
Red_R1,Salah Al Din,Al Yarmouk,10,Sunday,13.79,27,No,156,30.7,Low
Blue_R3,Al Aziziyah,Qasr Al Hokm,23,Tuesday,18.25,19,No,50,57.6,Low
Yellow_R4,Olaya Street,Salah Al Din,15,Wednesday,9.57,26.5,No,864,21.7,Medium
Red_R1,Imam Muhammad Bin Saud University,Al Malaz,15,Friday,5.87,7,No,361,50.4,Low
Red_R1,Al Hayer,Prince Mohammed Bin Abdulaziz Street,9,Thursday,24.65,25.6,Yes,644,57.8,Medium
Green_R2,Al Hayer,King Khalid International Airport,16,Thursday,18.2,28.6,Yes,564,38.2,Medium
Red_R1,King Khalid International Airport,Al Murabba,2,Tuesday,14.43,16,No,54,54,Low
Yellow_R4,King Khalid International Airport,Al Murabba,3,Wednesday,13.34,18.5,No,345,43.2,Low
Green_R2,Olaya Street,King Fahad Road,5,Saturday,6.35,6.8,No,565,56,Low
Red_R1,King Abdullah Financial District,Al Malaz,22,Sunday,4.29,5.8,No,616,44.2,Medium
Green_R2,Al Yarmouk,Imam Muhammad Bin Saud University,12,Saturday,4.78,12.4,No,50,23.1,Low
Blue_R3,Olaya Street,Al Suwaidi,8,Friday,15.54,39.5,Yes,702,23.6,Medium
Yellow_R4,Al Yarmouk,Salah Al Din,3,Friday,11.91,26.5,No,405,27,Low
Green_R2,Al Yarmouk,Al Murabba,20,Friday,17.81,32.4,No,440,33,Medium
Yellow_R4,King Abdullah Financial District,Al Aziziyah,22,Tuesday,4.18,4.3,No,310,59,Low
Green_R2,Al Yarmouk,Al Batha,19,Sunday,16.95,48.4,No,148,21,Low
Blue_R3,Prince Mohammed Bin Abdulaziz Street,Al Suwaidi,23,Friday,20.64,29.8,No,364,41.5,Low
Yellow_R4,Salah Al Din,Al Hayer,17,Saturday,5.74,6.2,Yes,582,55.8,Medium
Yellow_R4,Al Suwaidi,Olaya Street,7,Tuesday,17.78,35.6,Yes,627,30,Medium
Red_R1,King Fahad Road,King Abdullah Financial District,3,Sunday,15.17,25.1,No,336,36.2,Low
Blue_R3,Al Hayer,Al Batha,6,Friday,10.36,21.7,No,453,28.7,Medium
Red_R1,Al Batha,Imam Muhammad Bin Saud University,4,Saturday,11.76,18.6,No,220,37.9,Low
Blue_R3,Prince Mohammed Bin Abdulaziz Street,Salah Al Din,23,Sunday,7.85,8.9,No,839,53,Medium
Blue_R3,Qasr Al Hokm,Salah Al Din,17,Monday,9.01,19.8,Yes,450,27.3,Medium
Yellow_R4,Prince Mohammed Bin Abdulaziz Street,Imam Muhammad Bin Saud University,11,Saturday,3.98,4.9,No,491,48.6,Medium
Green_R2,Al Murabba,Al Hayer,19,Thursday,10.98,18,No,253,36.6,Low
Green_R2,King Abdullah Financial District,Al Malaz,0,Thursday,12.79,22.1,No,354,34.7,Low
Yellow_R4,Imam Muhammad Bin Saud University,King Khalid International Airport,9,Saturday,17.27,22.2,Yes,505,46.6,Medium
Green_R2,Al Malaz,Al Hayer,14,Monday,8.58,13.4,No,314,38.4,Low
Blue_R3,King Khalid International Airport,Al Suwaidi,21,Saturday,2.53,2.7,No,310,55.9,Low
Red_R1,Al Batha,Imam Muhammad Bin Saud University,9,Thursday,6.85,14.1,Yes,501,29.1,Medium
Red_R1,King Fahad Road,Al Yarmouk,22,Thursday,16.7,43.6,No,342,23,Low
Yellow_R4,Salah Al Din,Al Yarmouk,6,Wednesday,5.09,6.7,No,590,45.8,Medium
Blue_R3,Al Hayer,Prince Mohammed Bin Abdulaziz Street,1,Saturday,14.82,29.4,No,252,30.2,Low
Blue_R3,King Khalid International Airport,Al Yarmouk,22,Monday,16.97,41.2,No,50,24.7,Low
Green_R2,Al Hayer,Al Suwaidi,1,Saturday,8.16,11.1,No,608,44.2,Low
Green_R2,Al Aziziyah,Al Malaz,23,Wednesday,22.04,22,No,178,60,Low
Blue_R3,Al Aziziyah,Salah Al Din,5,Sunday,7.18,14.2,No,650,30.3,Low
Yellow_R4,Imam Muhammad Bin Saud University,Al Malaz,21,Wednesday,13.03,22.5,No,365,34.7,Low
Blue_R3,Al Suwaidi,Prince Mohammed Bin Abdulaziz Street,12,Sunday,10.59,18,No,507,35.3,Medium
Blue_R3,King Fahad Road,Al Suwaidi,6,Friday,21.24,27.7,No,164,46,Low
Yellow_R4,King Abdullah Financial District,Olaya Street,10,Saturday,20.81,58.1,No,562,21.5,Medium
Red_R1,Al Aziziyah,Al Hayer,9,Wednesday,22.03,32.6,Yes,589,40.5,Medium
Green_R2,Al Batha,King Khalid International Airport,14,Friday,17.35,50.8,No,50,20.5,Low
Yellow_R4,King Fahad Road,King Khalid International Airport,6,Monday,22.05,34.9,No,265,37.9,Low
Green_R2,Al Hayer,Salah Al Din,0,Tuesday,12.11,18.2,No,341,39.9,Low
Red_R1,Salah Al Din,Al Aziziyah,4,Wednesday,11.28,14.4,No,475,47.1,Low
Yellow_R4,Salah Al Din,Al Yarmouk,5,Sunday,15.78,18.1,No,386,52.3,Low
Red_R1,Imam Muhammad Bin Saud University,Al Murabba,5,Sunday,4.52,7.6,No,519,35.9,Low
Red_R1,Al Murabba,Al Hayer,10,Thursday,21.81,56.6,No,118,23.1,Low
Yellow_R4,King Khalid International Airport,Al Hayer,23,Wednesday,3.67,4.1,No,496,54,Medium
Green_R2,Qasr Al Hokm,King Khalid International Airport,7,Wednesday,14.49,16.3,Yes,435,53.3,Medium
Yellow_R4,King Fahad Road,Al Suwaidi,19,Monday,4.88,11.6,No,496,25.2,Medium
Yellow_R4,Al Suwaidi,Al Hayer,21,Friday,11.54,20.9,No,412,33.1,Medium
Red_R1,Al Suwaidi,Al Malaz,20,Wednesday,15.95,16.7,No,577,57.2,Medium
Blue_R3,Salah Al Din,Al Hayer,14,Tuesday,8.56,17.4,No,460,29.6,Medium
Red_R1,King Abdullah Financial District,King Khalid International Airport,2,Sunday,20.1,54.1,No,415,22.3,Low
Yellow_R4,Salah Al Din,Al Hayer,16,Monday,14.89,18.2,Yes,252,49.1,Low
Red_R1,Al Batha,Salah Al Din,18,Wednesday,10.16,13.7,Yes,786,44.5,Medium
Blue_R3,Al Hayer,Al Suwaidi,3,Saturday,16.73,33,No,734,30.4,Low
Green_R2,Prince Mohammed Bin Abdulaziz Street,Al Murabba,20,Friday,3.95,9.6,No,400,24.8,Medium
Yellow_R4,King Fahad Road,Salah Al Din,4,Sunday,21.33,26.6,No,168,48.1,Low
Blue_R3,King Abdullah Financial District,Al Suwaidi,17,Monday,20.15,35.6,Yes,349,34,Low
Yellow_R4,Al Aziziyah,Al Hayer,0,Wednesday,6.41,17.2,No,175,22.4,Low
Yellow_R4,King Abdullah Financial District,Al Batha,18,Thursday,15.59,15.7,Yes,492,59.6,Medium
Red_R1,Al Suwaidi,Al Aziziyah,6,Friday,21.08,26.2,No,521,48.2,Medium
Red_R1,King Khalid International Airport,Al Yarmouk,19,Friday,23.75,39.1,No,333,36.4,Low
Green_R2,Qasr Al Hokm,Al Batha,14,Saturday,16.5,26.1,No,708,38,Medium
Blue_R3,King Abdullah Financial District,Qasr Al Hokm,4,Thursday,6.34,9.4,No,605,40.3,Low
Green_R2,Salah Al Din,King Khalid International Airport,2,Thursday,18.92,24.4,No,418,46.6,Low
Blue_R3,Al Aziziyah,Al Suwaidi,1,Sunday,4.61,5.7,No,546,48.8,Low
Red_R1,Al Murabba,King Fahad Road,11,Thursday,23.16,62.6,No,400,22.2,Medium
Green_R2,Prince Mohammed Bin Abdulaziz Street,Al Hayer,0,Monday,20.87,58.2,No,502,21.5,Low
Blue_R3,Qasr Al Hokm,Al Batha,9,Friday,5.41,6.5,Yes,276,49.9,Low
Yellow_R4,King Khalid International Airport,Salah Al Din,15,Friday,2.19,4.9,No,647,26.7,Medium
Blue_R3,Al Murabba,Imam Muhammad Bin Saud University,19,Thursday,23.08,28.7,No,493,48.2,Medium
Green_R2,Al Hayer,King Abdullah Financial District,21,Saturday,17.45,29.2,No,698,35.8,Medium
Red_R1,Olaya Street,Qasr Al Hokm,6,Monday,11.6,14.1,No,458,49.2,Medium
Blue_R3,Al Aziziyah,Al Yarmouk,6,Monday,14,36.5,No,465,23,Medium
Green_R2,Al Batha,Imam Muhammad Bin Saud University,8,Monday,18.67,20.1,Yes,540,55.8,Medium
Yellow_R4,King Abdullah Financial District,Al Batha,8,Tuesday,4.7,4.7,Yes,450,59.6,Medium
Yellow_R4,Salah Al Din,King Khalid International Airport,12,Wednesday,15.35,16.4,No,477,56.2,Medium
Red_R1,King Fahad Road,Al Hayer,13,Friday,9.36,12,No,470,46.8,Medium
Green_R2,Al Murabba,Olaya Street,2,Friday,9.74,20.6,No,224,28.4,Low
Blue_R3,Salah Al Din,Al Suwaidi,20,Monday,9.2,20.3,No,367,27.2,Low
Blue_R3,Al Batha,Al Hayer,20,Saturday,7.64,12.1,No,525,37.9,Medium
Green_R2,Prince Mohammed Bin Abdulaziz Street,Al Yarmouk,4,Tuesday,9.37,11.3,No,391,49.8,Low
Yellow_R4,Prince Mohammed Bin Abdulaziz Street,Qasr Al Hokm,19,Monday,21.8,30.7,No,466,42.6,Medium
Red_R1,King Fahad Road,King Abdullah Financial District,17,Sunday,5.62,7.1,Yes,926,47.6,High
Yellow_R4,King Abdullah Financial District,Prince Mohammed Bin Abdulaziz Street,20,Sunday,22.46,35.8,No,429,37.6,Medium
Blue_R3,Al Yarmouk,Imam Muhammad Bin Saud University,8,Monday,22.73,27.3,Yes,973,50,High
Green_R2,King Fahad Road,Qasr Al Hokm,3,Wednesday,9.49,9.6,No,358,59.3,Low
Green_R2,Prince Mohammed Bin Abdulaziz Street,King Abdullah Financial District,3,Monday,17.35,47.8,No,560,21.8,Low
Blue_R3,Al Batha,Al Yarmouk,15,Sunday,3.3,9.4,No,174,21,Low
Blue_R3,Al Hayer,Al Batha,9,Thursday,12.35,22.3,Yes,354,33.3,Low
Blue_R3,Al Batha,King Abdullah Financial District,1,Monday,5.79,7.3,No,336,47.6,Low
Blue_R3,Al Suwaidi,Prince Mohammed Bin Abdulaziz Street,5,Tuesday,13.84,29.7,No,529,28,Low
Yellow_R4,Al Malaz,Salah Al Din,4,Tuesday,3.66,8.5,No,145,25.9,Low
Red_R1,Salah Al Din,Al Murabba,22,Monday,3.68,4.2,No,523,52.5,Medium
Green_R2,King Khalid International Airport,Al Malaz,18,Friday,18.48,23.7,Yes,722,46.8,Medium
Blue_R3,Qasr Al Hokm,Al Suwaidi,20,Tuesday,12.97,17,No,416,45.7,Medium
Green_R2,Salah Al Din,Al Batha,13,Friday,19.89,29.8,No,337,40,Low
Yellow_R4,King Khalid International Airport,Al Murabba,11,Saturday,10.22,19.7,No,606,31.1,Medium
Yellow_R4,Al Murabba,King Fahad Road,8,Wednesday,22.03,39.2,Yes,753,33.7,Medium
Green_R2,King Fahad Road,Al Hayer,2,Tuesday,19.7,27.8,No,411,42.5,Low
Yellow_R4,Al Suwaidi,Imam Muhammad Bin Saud University,2,Friday,13.91,19.4,No,553,43.1,Low
Red_R1,King Abdullah Financial District,Al Suwaidi,7,Sunday,19.23,19.7,Yes,607,58.6,Medium
Green_R2,Al Batha,Qasr Al Hokm,2,Friday,16.14,24.6,No,508,39.3,Low
Blue_R3,Al Murabba,Al Malaz,0,Wednesday,4.15,4.9,No,274,50.7,Low
Green_R2,Al Malaz,Al Murabba,16,Friday,9.04,10.1,Yes,764,53.5,Medium
Red_R1,Prince Mohammed Bin Abdulaziz Street,Qasr Al Hokm,19,Monday,3.66,4,No,486,55.2,Medium
Red_R1,Al Hayer,Prince Mohammed Bin Abdulaziz Street,22,Thursday,23.53,30,No,173,47.1,Low
Blue_R3,Olaya Street,Al Suwaidi,21,Saturday,11.53,14.5,No,208,47.6,Low
Red_R1,Al Batha,Al Malaz,5,Friday,24.92,29.9,No,265,50,Low
Green_R2,King Khalid International Airport,King Abdullah Financial District,11,Saturday,16.83,29.5,No,632,34.2,Medium
Green_R2,Al Murabba,Imam Muhammad Bin Saud University,1,Wednesday,14.36,16.1,No,448,53.6,Low
Yellow_R4,Prince Mohammed Bin Abdulaziz Street,King Khalid International Airport,11,Sunday,2.77,4.8,No,353,34.7,Low
Blue_R3,Al Yarmouk,Salah Al Din,7,Saturday,3.66,3.8,Yes,367,58.2,Low
Red_R1,King Fahad Road,Imam Muhammad Bin Saud University,15,Tuesday,7.13,7.5,No,439,56.9,Medium
Blue_R3,Olaya Street,Qasr Al Hokm,23,Friday,14.74,15.5,No,393,57.2,Low
Yellow_R4,Olaya Street,Imam Muhammad Bin Saud University,20,Thursday,2.12,2.5,No,375,49.9,Low
Red_R1,Al Yarmouk,Al Malaz,19,Saturday,23.47,33.8,No,269,41.7,Low
Yellow_R4,Qasr Al Hokm,Prince Mohammed Bin Abdulaziz Street,0,Thursday,14.13,33.1,No,434,25.6,Low
Yellow_R4,Imam Muhammad Bin Saud University,King Fahad Road,11,Sunday,23.04,48.8,No,292,28.3,Low
Red_R1,Imam Muhammad Bin Saud University,Al Suwaidi,5,Wednesday,17.3,44.9,No,229,23.1,Low
Blue_R3,Qasr Al Hokm,King Khalid International Airport,13,Wednesday,18.93,35.5,No,452,32,Medium
Green_R2,King Abdullah Financial District,Al Batha,16,Monday,12.66,17.3,Yes,680,44,Medium
Yellow_R4,King Abdullah Financial District,Al Murabba,0,Monday,8.96,11.6,No,290,46.5,Low
Blue_R3,Olaya Street,Al Murabba,12,Tuesday,5.64,7.1,No,368,47.5,Low
Blue_R3,Imam Muhammad Bin Saud University,Al Malaz,5,Thursday,7.69,9.2,No,245,49.9,Low
Blue_R3,King Abdullah Financial District,Al Murabba,21,Saturday,8.03,8.7,No,382,55.3,Low
Yellow_R4,King Khalid International Airport,Olaya Street,11,Friday,16.12,41.2,No,422,23.5,Medium
Yellow_R4,Qasr Al Hokm,Prince Mohammed Bin Abdulaziz Street,22,Monday,11.01,13.6,No,575,48.5,Medium
Red_R1,Olaya Street,Imam Muhammad Bin Saud University,1,Monday,8.5,14.5,No,624,35.1,Low
Yellow_R4,Prince Mohammed Bin Abdulaziz Street,Al Suwaidi,10,Sunday,4.37,5.4,No,680,48.8,Medium
Green_R2,Salah Al Din,Olaya Street,15,Friday,7.73,14.1,No,405,33,Medium
Blue_R3,King Abdullah Financial District,Al Malaz,15,Thursday,9.69,27.7,No,563,21,Medium
Yellow_R4,Al Suwaidi,Salah Al Din,22,Monday,22.64,33.4,No,314,40.7,Low
Blue_R3,Al Suwaidi,Al Aziziyah,12,Thursday,12.48,35.3,No,397,21.2,Low
Yellow_R4,King Khalid International Airport,King Abdullah Financial District,3,Saturday,9.86,10.4,No,502,57,Low
Red_R1,King Khalid International Airport,Olaya Street,11,Thursday,2.56,3.5,No,178,43.3,Low
Red_R1,Al Suwaidi,Salah Al Din,7,Sunday,11.86,15.4,Yes,638,46.1,Medium
Blue_R3,Prince Mohammed Bin Abdulaziz Street,Salah Al Din,23,Sunday,18.72,56.2,No,284,20,Low
Yellow_R4,Al Malaz,King Fahad Road,9,Wednesday,2.87,6.9,Yes,469,24.9,Medium
Red_R1,Al Suwaidi,Prince Mohammed Bin Abdulaziz Street,7,Thursday,24.69,45.4,Yes,708,32.6,Medium
Green_R2,Al Hayer,Al Murabba,5,Monday,7.91,22.8,No,467,20.8,Low
Blue_R3,Al Suwaidi,King Abdullah Financial District,8,Friday,7.13,19.2,Yes,576,22.3,Medium
Green_R2,Salah Al Din,Al Yarmouk,13,Monday,7.29,10.8,No,262,40.6,Low
Yellow_R4,Al Hayer,Al Aziziyah,3,Friday,7.83,8.2,No,421,57.6,Low
Green_R2,Olaya Street,Al Yarmouk,18,Friday,10.15,17.3,Yes,730,35.2,Medium
Green_R2,Olaya Street,King Abdullah Financial District,4,Wednesday,11.47,14,No,570,49.1,Low
Red_R1,King Fahad Road,Olaya Street,4,Wednesday,23.71,42.6,No,376,33.4,Low
Red_R1,Al Batha,Olaya Street,2,Saturday,14.9,37.6,No,342,23.8,Low
Red_R1,Prince Mohammed Bin Abdulaziz Street,Al Malaz,16,Tuesday,6.74,7.3,Yes,401,55.1,Medium
Green_R2,Olaya Street,Prince Mohammed Bin Abdulaziz Street,13,Wednesday,5.64,8.9,No,638,38.2,Medium
Red_R1,Al Murabba,Prince Mohammed Bin Abdulaziz Street,20,Sunday,10.81,11.8,No,531,54.8,Medium
Blue_R3,King Abdullah Financial District,Imam Muhammad Bin Saud University,11,Tuesday,15.07,24,No,390,37.6,Low
Blue_R3,Al Hayer,Prince Mohammed Bin Abdulaziz Street,7,Tuesday,20.88,28.1,Yes,487,44.6,Medium
Red_R1,King Khalid International Airport,Qasr Al Hokm,0,Sunday,21.14,31.9,No,562,39.8,Low
Blue_R3,Olaya Street,Imam Muhammad Bin Saud University,15,Tuesday,20.18,38.1,No,238,31.8,Low
Red_R1,Prince Mohammed Bin Abdulaziz Street,King Khalid International Airport,8,Wednesday,13.4,21.8,Yes,385,36.8,Low
Blue_R3,Imam Muhammad Bin Saud University,King Fahad Road,3,Sunday,5.14,11.1,No,328,27.9,Low
Red_R1,Salah Al Din,Al Murabba,4,Tuesday,3.27,7,No,317,27.9,Low
Blue_R3,Al Hayer,Al Aziziyah,11,Friday,10.23,30.2,No,235,20.3,Low
Blue_R3,Olaya Street,Al Hayer,8,Monday,21.3,60,Yes,943,21.3,High
Yellow_R4,King Abdullah Financial District,King Khalid International Airport,4,Friday,17.04,28.8,No,680,35.5,Low
Red_R1,Qasr Al Hokm,Salah Al Din,20,Saturday,16.89,46.5,No,390,21.8,Low
Green_R2,Olaya Street,Al Suwaidi,14,Sunday,14.64,15.8,No,301,55.5,Low
Red_R1,Al Murabba,Salah Al Din,10,Tuesday,4.41,5,No,328,52.9,Low
Yellow_R4,Al Suwaidi,Olaya Street,17,Friday,9.28,15.5,Yes,404,36,Medium
Green_R2,Qasr Al Hokm,Olaya Street,6,Wednesday,5.46,8.2,No,360,40.1,Low
Blue_R3,Al Yarmouk,Al Suwaidi,17,Tuesday,13.28,14.8,Yes,805,54,High
Blue_R3,Al Malaz,Al Hayer,22,Sunday,18.24,27.6,No,478,39.6,Medium
Yellow_R4,King Abdullah Financial District,Al Murabba,13,Thursday,15.27,31.8,No,350,28.8,Low
Red_R1,King Khalid International Airport,Salah Al Din,8,Friday,8.19,9.4,Yes,643,52.1,Medium
Green_R2,King Fahad Road,Qasr Al Hokm,18,Sunday,11.08,16.7,Yes,545,39.7,Medium
Green_R2,Al Hayer,Al Yarmouk,12,Wednesday,22.25,36.6,No,305,36.5,Low
Red_R1,King Khalid International Airport,Al Murabba,16,Wednesday,2.05,4.1,Yes,607,29.8,Medium
Yellow_R4,Prince Mohammed Bin Abdulaziz Street,Salah Al Din,8,Monday,17.65,42.5,Yes,567,24.9,Medium
Green_R2,Qasr Al Hokm,Olaya Street,18,Monday,16.9,20.9,Yes,459,48.5,Medium
Red_R1,Al Yarmouk,Al Suwaidi,16,Wednesday,6.1,15.8,Yes,509,23.2,Medium
Blue_R3,King Fahad Road,Al Yarmouk,7,Tuesday,20.9,24.7,Yes,674,50.8,Medium
Blue_R3,Al Murabba,King Abdullah Financial District,5,Monday,15.72,28.2,No,314,33.5,Low
Red_R1,Al Murabba,Olaya Street,9,Sunday,13.72,19,Yes,546,43.4,Medium
Green_R2,Al Yarmouk,King Fahad Road,4,Tuesday,10.26,15.8,No,608,39,Low
Red_R1,Salah Al Din,Olaya Street,6,Thursday,22.73,51.3,No,198,26.6,Low
Red_R1,Qasr Al Hokm,Al Hayer,11,Friday,10.77,25.2,No,612,25.6,Medium
Blue_R3,Imam Muhammad Bin Saud University,King Abdullah Financial District,22,Thursday,23.43,45.1,No,515,31.2,Medium
Blue_R3,Al Hayer,King Khalid International Airport,13,Thursday,23.85,63.6,No,309,22.5,Low
Blue_R3,Imam Muhammad Bin Saud University,Qasr Al Hokm,20,Saturday,22.56,32.9,No,420,41.2,Medium
Red_R1,Al Aziziyah,Imam Muhammad Bin Saud University,7,Friday,17.4,19.6,Yes,545,53.3,Medium
Blue_R3,King Khalid International Airport,Imam Muhammad Bin Saud University,0,Thursday,4.97,7.7,No,511,38.7,Low
Red_R1,Al Hayer,Al Suwaidi,22,Wednesday,15.76,44.6,No,536,21.2,Medium
Blue_R3,Al Aziziyah,Salah Al Din,20,Thursday,24.6,32.4,No,372,45.5,Low
Green_R2,Al Aziziyah,Al Malaz,7,Tuesday,5.72,6.1,Yes,418,56.2,Medium
Blue_R3,Olaya Street,Salah Al Din,20,Saturday,23.2,27.7,No,408,50.3,Medium
Yellow_R4,King Khalid International Airport,Al Murabba,7,Friday,18.83,23.3,Yes,510,48.4,Medium
Yellow_R4,Imam Muhammad Bin Saud University,King Khalid International Airport,15,Sunday,17.83,37.1,No,307,28.8,Low
Yellow_R4,King Khalid International Airport,Al Murabba,5,Saturday,12.09,14.1,No,363,51.3,Low
Green_R2,Olaya Street,Salah Al Din,15,Friday,20.22,22.7,No,620,53.5,Medium
Green_R2,Salah Al Din,King Fahad Road,0,Tuesday,17.06,35.2,No,260,29.1,Low
Green_R2,Al Yarmouk,King Khalid International Airport,12,Friday,4.69,9.1,No,229,30.9,Low
Green_R2,King Abdullah Financial District,Olaya Street,2,Wednesday,6.82,10.7,No,543,38.2,Low
Green_R2,Al Malaz,Al Hayer,12,Sunday,4.2,4.4,No,569,56.9,Medium
Green_R2,Al Hayer,Al Aziziyah,0,Thursday,15.07,26.2,No,278,34.5,Low
Red_R1,Prince Mohammed Bin Abdulaziz Street,Al Malaz,0,Sunday,17.95,49.9,No,528,21.6,Low
Red_R1,Al Suwaidi,Al Yarmouk,20,Sunday,21.31,33.7,No,214,37.9,Low
Green_R2,Olaya Street,Al Aziziyah,2,Tuesday,17.57,20.7,No,491,50.9,Low
Green_R2,Salah Al Din,Al Batha,0,Saturday,12.88,17.3,No,543,44.7,Low
Red_R1,Al Suwaidi,King Abdullah Financial District,17,Friday,13.45,15,Yes,584,53.7,Medium
Blue_R3,Al Aziziyah,Al Hayer,2,Monday,20.43,33.7,No,326,36.4,Low
Green_R2,Al Malaz,Al Aziziyah,18,Wednesday,21,43.3,Yes,388,29.1,Low
Green_R2,King Fahad Road,Prince Mohammed Bin Abdulaziz Street,15,Monday,14.06,16.2,No,597,52.2,Medium
Green_R2,Qasr Al Hokm,Al Batha,22,Tuesday,7.65,18.8,No,196,24.4,Low
Red_R1,Qasr Al Hokm,Al Yarmouk,1,Sunday,20.27,50.7,No,503,24,Low
Blue_R3,King Abdullah Financial District,Al Batha,13,Monday,9.97,10.2,No,333,58.9,Low
Red_R1,Al Yarmouk,Olaya Street,0,Monday,24.53,47.9,No,261,30.7,Low
Yellow_R4,Prince Mohammed Bin Abdulaziz Street,King Khalid International Airport,11,Friday,18.27,51.7,No,382,21.2,Low
Blue_R3,Olaya Street,Al Hayer,12,Friday,22.01,51.8,No,378,25.5,Low
Red_R1,Al Malaz,King Khalid International Airport,3,Monday,24.09,30.3,No,375,47.7,Low
Red_R1,King Fahad Road,Prince Mohammed Bin Abdulaziz Street,2,Thursday,20.43,34.1,No,224,35.9,Low
Blue_R3,King Abdullah Financial District,Prince Mohammed Bin Abdulaziz Street,2,Sunday,13.05,18.6,No,291,42.1,Low
Green_R2,King Khalid International Airport,Al Malaz,16,Tuesday,16.53,32.7,Yes,288,30.3,Low
Green_R2,Salah Al Din,Prince Mohammed Bin Abdulaziz Street,4,Friday,12.33,17.3,No,364,42.8,Low
Blue_R3,Al Batha,Al Yarmouk,9,Tuesday,12.02,19.7,Yes,734,36.6,Medium
Red_R1,King Fahad Road,Al Murabba,21,Tuesday,21.17,42.3,No,568,30,Medium
Blue_R3,Al Suwaidi,Al Hayer,2,Saturday,16.02,22.1,No,363,43.4,Low
